WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (8.821497 44.44259),UGLC,CALC,ITALICA,ITA_2315,V2 - 2023,Italy,0,2019/10/22,2019/10/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.694132 44.542919),UGLC,CALC,ITALICA,ITA_2316,V2 - 2023,Italy,0,2019/10/23,2019/10/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.699222 44.538778),UGLC,CALC,ITALICA,ITA_2317,V2 - 2023,Italy,0,2019/10/23,2019/10/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.945658 44.412883),UGLC,CALC,ITALICA,ITA_2318,V2 - 2023,Italy,0,2019/10/23,2019/10/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.86765 44.454641),UGLC,CALC,ITALICA,ITA_2319,V2 - 2023,Italy,599,2019/10/24,2019/10/24,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.898161 44.491567),UGLC,CALC,ITALICA,ITA_2320,V2 - 2023,Italy,599,2019/10/24,2019/10/24,debris flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.835365 44.44305),UGLC,CALC,ITALICA,ITA_2321,V2 - 2023,Italy,599,2019/10/24,2019/10/24,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.702185 44.538447),UGLC,CALC,ITALICA,ITA_2322,V2 - 2023,Italy,0,2019/10/24,2019/10/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.572799 44.377996),UGLC,CALC,ITALICA,ITA_2323,V2 - 2023,Italy,0,2019/10/26,2019/10/26,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.73036 44.440081),UGLC,CALC,ITALICA,ITA_2324,V2 - 2023,Italy,599,2018/11/23,2018/11/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.817388 44.445967),UGLC,CALC,ITALICA,ITA_2325,V2 - 2023,Italy,599,2018/11/23,2018/11/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.732844 44.421864),UGLC,CALC,ITALICA,ITA_2326,V2 - 2023,Italy,599,2018/11/26,2018/11/26,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.439564 44.344335),UGLC,CALC,ITALICA,ITA_2327,V2 - 2023,Italy,599,2018/11/27,2018/11/27,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.961581 44.0445),UGLC,CALC,ITALICA,ITA_2328,V2 - 2023,Italy,0,2018/12/20,2018/12/20,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.020331 43.883953),UGLC,CALC,ITALICA,ITA_2329,V2 - 2023,Italy,0,2018/12/21,2018/12/21,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.5402 44.335547),UGLC,CALC,ITALICA,ITA_2330,V2 - 2023,Italy,0,2019/01/06,2019/01/06,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.398203 44.18168),UGLC,CALC,ITALICA,ITA_2331,V2 - 2023,Italy,599,2019/01/12,2019/01/12,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.827878 43.849122),UGLC,CALC,ITALICA,ITA_2332,V2 - 2023,Italy,599,2019/02/01,2019/02/01,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.052744 43.906158),UGLC,CALC,ITALICA,ITA_2333,V2 - 2023,Italy,0,2019/02/02,2019/02/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (9.859423 44.210138),UGLC,CALC,ITALICA,ITA_2334,V2 - 2023,Italy,0,2019/02/02,2019/02/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (8.152944 43.951991),UGLC,CALC,ITALICA,ITA_2335,V2 - 2023,Italy,0,2019/02/02,2019/02/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.414356 44.335689),UGLC,CALC,ITALICA,ITA_2336,V2 - 2023,Italy,599,2019/02/04,2019/02/04,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.161878 44.384295),UGLC,CALC,ITALICA,ITA_2337,V2 - 2023,Italy,0,2019/02/11,2019/02/11,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.196586 44.025294),UGLC,CALC,ITALICA,ITA_2338,V2 - 2023,Italy,0,2019/02/17,2019/02/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.815523 44.094322),UGLC,CALC,ITALICA,ITA_2339,V2 - 2023,Italy,599,2019/02/20,2019/02/20,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (9.861498 44.106889),UGLC,CALC,ITALICA,ITA_2340,V2 - 2023,Italy,0,2019/11/02,2019/11/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (9.477273 44.296494),UGLC,CALC,ITALICA,ITA_2341,V2 - 2023,Italy,0,2019/11/03,2019/11/03,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.482636 44.301479),UGLC,CALC,ITALICA,ITA_2342,V2 - 2023,Italy,0,2019/11/03,2019/11/03,earth flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.504265 44.275865),UGLC,CALC,ITALICA,ITA_2343,V2 - 2023,Italy,599,2019/11/03,2019/11/03,earth flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.907212 44.11509),UGLC,CALC,ITALICA,ITA_2344,V2 - 2023,Italy,0,2019/11/03,2019/11/03,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (9.37765 44.298611),UGLC,CALC,ITALICA,ITA_2345,V2 - 2023,Italy,0,2019/11/04,2019/11/04,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.879015 44.466027),UGLC,CALC,ITALICA,ITA_2346,V2 - 2023,Italy,0,2019/11/05,2019/11/05,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.238936 44.357866),UGLC,CALC,ITALICA,ITA_2347,V2 - 2023,Italy,0,2019/11/05,2019/11/05,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.151806 44.013328),UGLC,CALC,ITALICA,ITA_2348,V2 - 2023,Italy,0,2019/11/07,2019/11/07,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.251821 44.414201),UGLC,CALC,ITALICA,ITA_2349,V2 - 2023,Italy,599,2019/11/08,2019/11/08,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.837222 44.437178),UGLC,CALC,ITALICA,ITA_2350,V2 - 2023,Italy,599,2019/11/08,2019/11/08,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.84208 44.433152),UGLC,CALC,ITALICA,ITA_2351,V2 - 2023,Italy,599,2019/11/09,2019/11/09,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.889833 44.459511),UGLC,CALC,ITALICA,ITA_2352,V2 - 2023,Italy,0,2019/11/09,2019/11/09,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.208576 44.039427),UGLC,CALC,ITALICA,ITA_2353,V2 - 2023,Italy,0,2019/11/09,2019/11/09,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.784475 43.822671),UGLC,CALC,ITALICA,ITA_2354,V2 - 2023,Italy,0,2019/11/14,2019/11/14,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (9.010318 44.46199),UGLC,CALC,ITALICA,ITA_2355,V2 - 2023,Italy,599,2019/11/15,2019/11/15,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.607036 43.79647),UGLC,CALC,ITALICA,ITA_2356,V2 - 2023,Italy,599,2019/11/15,2019/11/15,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (7.988752 43.867428),UGLC,CALC,ITALICA,ITA_2357,V2 - 2023,Italy,0,2019/11/15,2019/11/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (9.018147 44.434179),UGLC,CALC,ITALICA,ITA_2358,V2 - 2023,Italy,0,2019/11/15,2019/11/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.016721 43.878165),UGLC,CALC,ITALICA,ITA_2359,V2 - 2023,Italy,0,2019/11/15,2019/11/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.018461 43.876611),UGLC,CALC,ITALICA,ITA_2360,V2 - 2023,Italy,0,2019/11/15,2019/11/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (9.273823 44.341151),UGLC,CALC,ITALICA,ITA_2361,V2 - 2023,Italy,0,2019/11/16,2019/11/16,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.291306 44.431268),UGLC,CALC,ITALICA,ITA_2362,V2 - 2023,Italy,0,2019/11/16,2019/11/16,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.470972 44.288899),UGLC,CALC,ITALICA,ITA_2363,V2 - 2023,Italy,0,2019/11/17,2019/11/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.071378 44.38829),UGLC,CALC,ITALICA,ITA_2364,V2 - 2023,Italy,0,2019/11/17,2019/11/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.189235 44.356887),UGLC,CALC,ITALICA,ITA_2365,V2 - 2023,Italy,0,2019/11/17,2019/11/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.240629 44.36182),UGLC,CALC,ITALICA,ITA_2366,V2 - 2023,Italy,599,2019/11/17,2019/11/17,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.591593 44.271439),UGLC,CALC,ITALICA,ITA_2367,V2 - 2023,Italy,0,2019/11/17,2019/11/17,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (8.310637 44.374955),UGLC,CALC,ITALICA,ITA_2368,V2 - 2023,Italy,0,2019/11/18,2019/11/18,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.610808 44.193447),UGLC,CALC,ITALICA,ITA_2369,V2 - 2023,Italy,0,2019/11/18,2019/11/18,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (9.962981 44.073494),UGLC,CALC,ITALICA,ITA_2370,V2 - 2023,Italy,0,2019/11/18,2019/11/18,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (8.574246 44.379104),UGLC,CALC,ITALICA,ITA_2371,V2 - 2023,Italy,599,2019/11/19,2019/11/19,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.981904 44.415575),UGLC,CALC,ITALICA,ITA_2372,V2 - 2023,Italy,0,2019/11/19,2019/11/19,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.522107 44.409092),UGLC,CALC,ITALICA,ITA_2373,V2 - 2023,Italy,0,2019/11/19,2019/11/19,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.710047 43.806454),UGLC,CALC,ITALICA,ITA_2374,V2 - 2023,Italy,599,2019/11/19,2019/11/19,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (9.12868 44.36596),UGLC,CALC,ITALICA,ITA_2375,V2 - 2023,Italy,0,2019/11/19,2019/11/19,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.988523 44.409082),UGLC,CALC,ITALICA,ITA_2376,V2 - 2023,Italy,599,2019/11/19,2019/11/19,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.115456 44.366744),UGLC,CALC,ITALICA,ITA_2377,V2 - 2023,Italy,0,2019/11/19,2019/11/19,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.879501 44.512155),UGLC,CALC,ITALICA,ITA_2378,V2 - 2023,Italy,0,2019/11/19,2019/11/19,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.142236 44.371373),UGLC,CALC,ITALICA,ITA_2379,V2 - 2023,Italy,599,2019/11/19,2019/11/19,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.15908 44.3498),UGLC,CALC,ITALICA,ITA_2380,V2 - 2023,Italy,0,2019/11/20,2019/11/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.880947 44.448524),UGLC,CALC,ITALICA,ITA_2381,V2 - 2023,Italy,0,2019/11/20,2019/11/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.74552 44.437668),UGLC,CALC,ITALICA,ITA_2382,V2 - 2023,Italy,0,2019/11/20,2019/11/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.97781 44.40526),UGLC,CALC,ITALICA,ITA_2383,V2 - 2023,Italy,0,2019/11/20,2019/11/20,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.654962 44.392773),UGLC,CALC,ITALICA,ITA_2384,V2 - 2023,Italy,0,2019/11/20,2019/11/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.894591 44.434305),UGLC,CALC,ITALICA,ITA_2385,V2 - 2023,Italy,0,2019/11/21,2019/11/21,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.894591 44.434305),UGLC,CALC,ITALICA,ITA_2386,V2 - 2023,Italy,599,2019/11/21,2019/11/21,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.033441 44.387825),UGLC,CALC,ITALICA,ITA_2387,V2 - 2023,Italy,599,2019/11/22,2019/11/22,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.817388 44.445967),UGLC,CALC,ITALICA,ITA_2388,V2 - 2023,Italy,0,2019/11/22,2019/11/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.920585 44.420652),UGLC,CALC,ITALICA,ITA_2389,V2 - 2023,Italy,599,2019/11/22,2019/11/22,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.976833 44.42079),UGLC,CALC,ITALICA,ITA_2390,V2 - 2023,Italy,0,2019/11/22,2019/11/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.017678 44.4038),UGLC,CALC,ITALICA,ITA_2391,V2 - 2023,Italy,599,2019/11/22,2019/11/22,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.138468 44.077309),UGLC,CALC,ITALICA,ITA_2392,V2 - 2023,Italy,0,2019/11/23,2019/11/23,earth flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.881746 44.425813),UGLC,CALC,ITALICA,ITA_2393,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.885514 44.458534),UGLC,CALC,ITALICA,ITA_2394,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.870493 44.428374),UGLC,CALC,ITALICA,ITA_2395,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.881237 44.440927),UGLC,CALC,ITALICA,ITA_2396,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.885456 44.482617),UGLC,CALC,ITALICA,ITA_2397,V2 - 2023,Italy,599,2019/11/23,2019/11/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.799568 44.51507),UGLC,CALC,ITALICA,ITA_2398,V2 - 2023,Italy,599,2019/11/23,2019/11/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.874627 44.420106),UGLC,CALC,ITALICA,ITA_2399,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.623348 43.806384),UGLC,CALC,ITALICA,ITA_2400,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.900484 44.501474),UGLC,CALC,ITALICA,ITA_2401,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.54923 44.346249),UGLC,CALC,ITALICA,ITA_2402,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.467884 44.25694),UGLC,CALC,ITALICA,ITA_2403,V2 - 2023,Italy,599,2019/11/23,2019/11/23,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.983273 43.877601),UGLC,CALC,ITALICA,ITA_2404,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.335513 44.178993),UGLC,CALC,ITALICA,ITA_2405,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.634962 44.38619),UGLC,CALC,ITALICA,ITA_2406,V2 - 2023,Italy,0,2019/11/23,2019/11/23,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.716663 43.801675),UGLC,CALC,ITALICA,ITA_2407,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.389109 44.331303),UGLC,CALC,ITALICA,ITA_2408,V2 - 2023,Italy,599,2019/11/23,2019/11/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.531803 44.356969),UGLC,CALC,ITALICA,ITA_2409,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.442542 44.319524),UGLC,CALC,ITALICA,ITA_2410,V2 - 2023,Italy,0,2019/11/23,2019/11/23,earth flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
