,OLD_DATA,START_DATA
114742,09/2019,2019/09
114743,09/2019,2019/09
114744,09/2019,2019/09
114745,09/2019,2019/09
114746,09/2019,2019/09
114747,09/2019,2019/09
114748,09/2019,2019/09
114749,09/2019,2019/09
114750,09/2019,2019/09
114751,09/2019,2019/09
114752,09/2019,2019/09
114753,09/2019,2019/09
114754,09/2019,2019/09
114755,09/2019,2019/09
114756,09/2019,2019/09
114757,09/2019,2019/09
114758,09/2019,2019/09
114759,09/2019,2019/09
114760,09/2019,2019/09
114761,09/2019,2019/09
114762,09/2019,2019/09
114763,09/2019,2019/09
114764,09/2019,2019/09
114765,09/2019,2019/09
114766,09/2019,2019/09
114767,09/2019,2019/09
114768,09/2019,2019/09
114769,09/2019,2019/09
114770,09/2019,2019/09
114771,09/2019,2019/09
114772,09/2019,2019/09
114773,09/2019,2019/09
114774,09/2019,2019/09
114775,09/2019,2019/09
114776,09/2019,2019/09
114777,09/2019,2019/09
114778,09/2019,2019/09
114779,09/2019,2019/09
114780,09/2019,2019/09
114781,09/2019,2019/09
114782,09/2019,2019/09
114783,09/2019,2019/09
114784,09/2019,2019/09
114785,09/2019,2019/09
114786,09/2019,2019/09
114787,09/2019,2019/09
114788,09/2019,2019/09
114789,09/2019,2019/09
114790,09/2019,2019/09
114791,09/2019,2019/09
114792,09/2019,2019/09
114793,09/2019,2019/09
114794,09/2019,2019/09
114795,09/2019,2019/09
114796,09/2019,2019/09
114797,09/2019,2019/09
114798,09/2019,2019/09
114799,09/2019,2019/09
114800,09/2019,2019/09
114801,09/2019,2019/09
114802,09/2019,2019/09
114803,09/2019,2019/09
114804,09/2019,2019/09
114805,09/2019,2019/09
114806,09/2019,2019/09
114807,09/2019,2019/09
114808,09/2019,2019/09
114809,09/2019,2019/09
114810,09/2019,2019/09
114811,09/2019,2019/09
114812,09/2019,2019/09
114813,09/2019,2019/09
114814,09/2019,2019/09
114815,09/2019,2019/09
114816,09/2019,2019/09
114817,09/2019,2019/09
114818,09/2019,2019/09
114819,09/2019,2019/09
114820,09/2019,2019/09
114821,09/2019,2019/09
114822,09/2019,2019/09
114823,09/2019,2019/09
114824,09/2019,2019/09
114825,09/2019,2019/09
114826,09/2019,2019/09
114827,09/2019,2019/09
114828,09/2019,2019/09
114829,09/2019,2019/09
114830,09/2019,2019/09
114831,09/2019,2019/09
114832,09/2019,2019/09
114833,09/2019,2019/09
114834,09/2019,2019/09
114835,09/2019,2019/09
114836,09/2019,2019/09
114837,09/2019,2019/09
114838,09/2019,2019/09
114839,09/2019,2019/09
114840,09/2019,2019/09
114841,09/2019,2019/09
114842,09/2019,2019/09
114843,09/2019,2019/09
114844,09/2019,2019/09
114845,09/2019,2019/09
114846,09/2019,2019/09
114847,09/2019,2019/09
114848,09/2019,2019/09
114849,09/2019,2019/09
114850,09/2019,2019/09
114851,09/2019,2019/09
114852,09/2019,2019/09
114853,09/2019,2019/09
114854,09/2019,2019/09
114855,09/2019,2019/09
114856,09/2019,2019/09
114857,09/2019,2019/09
114858,09/2019,2019/09
114859,09/2019,2019/09
114860,09/2019,2019/09
114861,09/2019,2019/09
114862,09/2019,2019/09
114863,09/2019,2019/09
114864,09/2019,2019/09
114865,09/2019,2019/09
114866,09/2019,2019/09
114867,09/2019,2019/09
114868,09/2019,2019/09
114869,09/2019,2019/09
114870,09/2019,2019/09
114871,09/2019,2019/09
114872,09/2019,2019/09
114873,09/2019,2019/09
114874,09/2019,2019/09
114875,09/2019,2019/09
114876,09/2019,2019/09
114877,09/2019,2019/09
114878,09/2019,2019/09
114879,09/2019,2019/09
114880,09/2019,2019/09
114881,09/2019,2019/09
114882,09/2019,2019/09
114883,09/2019,2019/09
114884,09/2019,2019/09
114885,09/2019,2019/09
114886,09/2019,2019/09
114887,09/2019,2019/09
114888,09/2019,2019/09
114889,09/2019,2019/09
114890,09/2019,2019/09
114891,09/2019,2019/09
114892,09/2019,2019/09
114893,09/2019,2019/09
114894,09/2019,2019/09
114895,09/2019,2019/09
114896,09/2019,2019/09
114897,09/2019,2019/09
114898,09/2019,2019/09
114899,09/2019,2019/09
114900,09/2019,2019/09
114901,09/2019,2019/09
114902,09/2019,2019/09
114903,09/2019,2019/09
114904,09/2019,2019/09
114905,09/2019,2019/09
114906,09/2019,2019/09
114907,09/2019,2019/09
114908,09/2019,2019/09
114909,09/2019,2019/09
114910,09/2019,2019/09
114911,09/2019,2019/09
114912,09/2019,2019/09
114913,09/2019,2019/09
114914,09/2019,2019/09
114915,09/2019,2019/09
114916,09/2019,2019/09
114917,09/2019,2019/09
114918,09/2019,2019/09
114919,09/2019,2019/09
114920,09/2019,2019/09
114921,09/2019,2019/09
114922,09/2019,2019/09
114923,09/2019,2019/09
114924,09/2019,2019/09
114925,09/2019,2019/09
114926,09/2019,2019/09
114927,09/2019,2019/09
114928,09/2019,2019/09
114929,09/2019,2019/09
114930,09/2019,2019/09
114931,09/2019,2019/09
114932,09/2019,2019/09
114933,09/2019,2019/09
114934,09/2019,2019/09
114935,09/2019,2019/09
114936,09/2019,2019/09
114937,09/2019,2019/09
114938,09/2019,2019/09
114939,09/2019,2019/09
114940,09/2019,2019/09
114941,09/2019,2019/09
114942,09/2019,2019/09
114943,09/2019,2019/09
114944,09/2019,2019/09
114945,09/2019,2019/09
114946,09/2019,2019/09
114947,09/2019,2019/09
114948,09/2019,2019/09
114949,09/2019,2019/09
114950,09/2019,2019/09
114951,09/2019,2019/09
114952,09/2019,2019/09
114953,09/2019,2019/09
114954,09/2019,2019/09
114955,09/2019,2019/09
114956,09/2019,2019/09
114957,09/2019,2019/09
114958,09/2019,2019/09
114959,09/2019,2019/09
114960,09/2019,2019/09
114961,09/2019,2019/09
114962,09/2019,2019/09
114963,09/2019,2019/09
114964,09/2019,2019/09
114965,09/2019,2019/09
114966,09/2019,2019/09
114967,09/2019,2019/09
114968,09/2019,2019/09
114969,09/2019,2019/09
114970,09/2019,2019/09
114971,09/2019,2019/09
114972,09/2019,2019/09
114973,09/2019,2019/09
114974,09/2019,2019/09
114975,09/2019,2019/09
114976,09/2019,2019/09
114977,09/2019,2019/09
114978,09/2019,2019/09
114979,09/2019,2019/09
114980,09/2019,2019/09
114981,09/2019,2019/09
114982,09/2019,2019/09
114983,09/2019,2019/09
114984,09/2019,2019/09
114985,09/2019,2019/09
114986,09/2019,2019/09
114987,09/2019,2019/09
114988,09/2019,2019/09
114989,09/2019,2019/09
114990,09/2019,2019/09
114991,09/2019,2019/09
114992,09/2019,2019/09
114993,09/2019,2019/09
114994,09/2019,2019/09
114995,09/2019,2019/09
114996,09/2019,2019/09
114997,09/2019,2019/09
114998,09/2019,2019/09
114999,09/2019,2019/09
115000,09/2019,2019/09
115001,09/2019,2019/09
115002,09/2019,2019/09
115003,09/2019,2019/09
115004,09/2019,2019/09
115005,09/2019,2019/09
115006,09/2019,2019/09
115007,09/2019,2019/09
115008,09/2019,2019/09
115009,09/2019,2019/09
115010,09/2019,2019/09
115011,09/2019,2019/09
115012,09/2019,2019/09
115013,09/2019,2019/09
115014,09/2019,2019/09
115015,09/2019,2019/09
115016,09/2019,2019/09
115017,09/2019,2019/09
115018,09/2019,2019/09
115019,09/2019,2019/09
115020,09/2019,2019/09
115021,09/2019,2019/09
115022,09/2019,2019/09
115023,09/2019,2019/09
115024,09/2019,2019/09
115025,09/2019,2019/09
115026,09/2019,2019/09
115027,09/2019,2019/09
115028,09/2019,2019/09
115029,09/2019,2019/09
115030,09/2019,2019/09
115031,09/2019,2019/09
115032,09/2019,2019/09
115033,09/2019,2019/09
115034,09/2019,2019/09
115035,09/2019,2019/09
115036,09/2019,2019/09
115037,09/2019,2019/09
115038,09/2019,2019/09
115039,09/2019,2019/09
115040,09/2019,2019/09
115041,09/2019,2019/09
115042,09/2019,2019/09
115043,09/2019,2019/09
115044,09/2019,2019/09
115045,09/2019,2019/09
115046,09/2019,2019/09
115047,09/2019,2019/09
115048,09/2019,2019/09
115049,09/2019,2019/09
115050,09/2019,2019/09
115051,09/2019,2019/09
115052,09/2019,2019/09
115053,09/2019,2019/09
115054,09/2019,2019/09
115055,09/2019,2019/09
115056,09/2019,2019/09
115057,09/2019,2019/09
115058,09/2019,2019/09
115059,09/2019,2019/09
115060,09/2019,2019/09
115061,09/2019,2019/09
115062,09/2019,2019/09
115063,09/2019,2019/09
115064,09/2019,2019/09
115065,09/2019,2019/09
115066,09/2019,2019/09
115067,09/2019,2019/09
115068,09/2019,2019/09
115069,09/2019,2019/09
115070,09/2019,2019/09
115071,09/2019,2019/09
115072,09/2019,2019/09
115073,09/2019,2019/09
115074,09/2019,2019/09
115075,09/2019,2019/09
115076,09/2019,2019/09
115077,09/2019,2019/09
115078,09/2019,2019/09
115079,09/2019,2019/09
115080,09/2019,2019/09
115081,09/2019,2019/09
115082,09/2019,2019/09
115083,09/2019,2019/09
115084,09/2019,2019/09
115085,09/2019,2019/09
115086,09/2019,2019/09
115087,09/2019,2019/09
115088,09/2019,2019/09
115089,09/2019,2019/09
115090,09/2019,2019/09
115091,09/2019,2019/09
115092,09/2019,2019/09
115093,09/2019,2019/09
115094,09/2019,2019/09
115095,09/2019,2019/09
115096,09/2019,2019/09
115097,09/2019,2019/09
115098,09/2019,2019/09
115099,09/2019,2019/09
115100,09/2019,2019/09
115101,09/2019,2019/09
115102,09/2019,2019/09
115103,09/2019,2019/09
115104,09/2019,2019/09
115105,09/2019,2019/09
115106,09/2019,2019/09
115107,09/2019,2019/09
115108,09/2019,2019/09
115109,09/2019,2019/09
115110,09/2019,2019/09
115111,09/2019,2019/09
115112,09/2019,2019/09
115113,09/2019,2019/09
115114,09/2019,2019/09
115115,09/2019,2019/09
115116,09/2019,2019/09
115117,09/2019,2019/09
115118,09/2019,2019/09
115119,09/2019,2019/09
115120,09/2019,2019/09
115121,09/2019,2019/09
115122,09/2019,2019/09
115123,09/2019,2019/09
115124,09/2019,2019/09
115125,09/2019,2019/09
115126,09/2019,2019/09
115127,09/2019,2019/09
115128,09/2019,2019/09
115129,09/2019,2019/09
115130,09/2019,2019/09
115131,09/2019,2019/09
115132,09/2019,2019/09
115133,09/2019,2019/09
115134,09/2019,2019/09
115135,09/2019,2019/09
115136,09/2019,2019/09
115137,09/2019,2019/09
115138,09/2019,2019/09
115139,09/2019,2019/09
115140,09/2019,2019/09
115141,09/2019,2019/09
115142,09/2019,2019/09
115143,09/2019,2019/09
115144,09/2019,2019/09
115145,09/2019,2019/09
115146,09/2019,2019/09
115147,09/2019,2019/09
115148,09/2019,2019/09
115149,09/2019,2019/09
115150,09/2019,2019/09
115151,09/2019,2019/09
115152,09/2019,2019/09
115153,09/2019,2019/09
115154,09/2019,2019/09
115155,09/2019,2019/09
115156,09/2019,2019/09
115157,09/2019,2019/09
115158,09/2019,2019/09
115159,09/2019,2019/09
115160,09/2019,2019/09
115161,09/2019,2019/09
115162,09/2019,2019/09
115163,09/2019,2019/09
115164,09/2019,2019/09
115165,09/2019,2019/09
115166,09/2019,2019/09
115167,09/2019,2019/09
115168,09/2019,2019/09
115169,09/2019,2019/09
115170,09/2019,2019/09
115171,09/2019,2019/09
115172,09/2019,2019/09
115173,09/2019,2019/09
115174,09/2019,2019/09
115175,09/2019,2019/09
115176,09/2019,2019/09
115177,09/2019,2019/09
115178,09/2019,2019/09
115179,09/2019,2019/09
115180,09/2019,2019/09
115181,09/2019,2019/09
115182,09/2019,2019/09
115183,09/2019,2019/09
115184,09/2019,2019/09
115185,09/2019,2019/09
115186,09/2019,2019/09
115187,09/2019,2019/09
115188,09/2019,2019/09
115189,09/2019,2019/09
115190,09/2019,2019/09
115191,09/2019,2019/09
115192,09/2019,2019/09
115193,09/2019,2019/09
115194,09/2019,2019/09
115195,09/2019,2019/09
115196,09/2019,2019/09
115197,09/2019,2019/09
115198,09/2019,2019/09
115199,09/2019,2019/09
115200,09/2019,2019/09
115201,09/2019,2019/09
115202,09/2019,2019/09
115203,09/2019,2019/09
115204,09/2019,2019/09
115205,09/2019,2019/09
115206,09/2019,2019/09
115207,09/2019,2019/09
115208,09/2019,2019/09
115209,09/2019,2019/09
115210,09/2019,2019/09
115211,09/2019,2019/09
115212,09/2019,2019/09
115213,09/2019,2019/09
115214,09/2019,2019/09
115215,09/2019,2019/09
115216,09/2019,2019/09
115217,09/2019,2019/09
115218,09/2019,2019/09
115219,09/2019,2019/09
115220,09/2019,2019/09
115221,09/2019,2019/09
115222,09/2019,2019/09
115223,09/2019,2019/09
115224,09/2019,2019/09
115225,09/2019,2019/09
115226,09/2019,2019/09
115227,09/2019,2019/09
115228,09/2019,2019/09
115229,09/2019,2019/09
115230,09/2019,2019/09
115231,09/2019,2019/09
115232,09/2019,2019/09
115233,09/2019,2019/09
115234,09/2019,2019/09
115235,09/2019,2019/09
115236,09/2019,2019/09
115237,09/2019,2019/09
115238,09/2019,2019/09
115239,09/2019,2019/09
115240,09/2019,2019/09
115241,09/2019,2019/09
115242,09/2019,2019/09
115243,09/2019,2019/09
115244,09/2019,2019/09
115245,09/2019,2019/09
115246,09/2019,2019/09
115247,09/2019,2019/09
115248,09/2019,2019/09
115249,09/2019,2019/09
115250,09/2019,2019/09
115251,09/2019,2019/09
115252,09/2019,2019/09
115253,09/2019,2019/09
115254,09/2019,2019/09
115255,09/2019,2019/09
115256,09/2019,2019/09
115257,09/2019,2019/09
115258,09/2019,2019/09
115259,09/2019,2019/09
115260,09/2019,2019/09
115261,09/2019,2019/09
115262,09/2019,2019/09
115263,09/2019,2019/09
115264,09/2019,2019/09
115265,09/2019,2019/09
115266,09/2019,2019/09
115267,09/2019,2019/09
115268,09/2019,2019/09
115269,09/2019,2019/09
115270,09/2019,2019/09
115271,09/2019,2019/09
115272,09/2019,2019/09
115273,09/2019,2019/09
115274,09/2019,2019/09
115275,09/2019,2019/09
115276,09/2019,2019/09
115277,09/2019,2019/09
115278,09/2019,2019/09
115279,09/2019,2019/09
115280,09/2019,2019/09
115281,09/2019,2019/09
115282,09/2019,2019/09
115283,09/2019,2019/09
115284,09/2019,2019/09
115285,09/2019,2019/09
115286,09/2019,2019/09
115287,09/2019,2019/09
115288,09/2019,2019/09
115289,09/2019,2019/09
115290,09/2019,2019/09
115291,09/2019,2019/09
115292,09/2019,2019/09
115293,09/2019,2019/09
115294,09/2019,2019/09
115295,09/2019,2019/09
115296,09/2019,2019/09
115297,09/2019,2019/09
115298,09/2019,2019/09
115299,09/2019,2019/09
115300,09/2019,2019/09
115301,09/2019,2019/09
115302,09/2019,2019/09
115303,09/2019,2019/09
115304,09/2019,2019/09
115305,09/2019,2019/09
115306,09/2019,2019/09
115307,09/2019,2019/09
115308,09/2019,2019/09
115309,09/2019,2019/09
115310,09/2019,2019/09
115311,09/2019,2019/09
115312,09/2019,2019/09
115313,09/2019,2019/09
115314,09/2019,2019/09
115315,09/2019,2019/09
115316,09/2019,2019/09
115317,09/2019,2019/09
115318,09/2019,2019/09
115319,09/2019,2019/09
115320,09/2019,2019/09
115321,09/2019,2019/09
115322,09/2019,2019/09
115323,09/2019,2019/09
115324,09/2019,2019/09
115325,09/2019,2019/09
115326,09/2019,2019/09
115327,09/2019,2019/09
115328,09/2019,2019/09
115329,09/2019,2019/09
115330,09/2019,2019/09
115331,09/2019,2019/09
115332,09/2019,2019/09
115333,09/2019,2019/09
115334,09/2019,2019/09
115335,09/2019,2019/09
115336,09/2019,2019/09
115337,09/2019,2019/09
115338,09/2019,2019/09
115339,09/2019,2019/09
115340,09/2019,2019/09
115341,09/2019,2019/09
115342,09/2019,2019/09
115343,09/2019,2019/09
115344,09/2019,2019/09
115345,09/2019,2019/09
115346,09/2019,2019/09
115347,09/2019,2019/09
115348,09/2019,2019/09
115349,09/2019,2019/09
115350,09/2019,2019/09
115351,09/2019,2019/09
115352,09/2019,2019/09
115353,09/2019,2019/09
115354,09/2019,2019/09
115355,09/2019,2019/09
115356,09/2019,2019/09
115357,09/2019,2019/09
115358,09/2019,2019/09
115359,09/2019,2019/09
115360,09/2019,2019/09
115361,09/2019,2019/09
115362,09/2019,2019/09
115363,09/2019,2019/09
115364,09/2019,2019/09
115365,09/2019,2019/09
115366,09/2019,2019/09
115367,09/2019,2019/09
115368,09/2019,2019/09
115369,09/2019,2019/09
115370,09/2019,2019/09
115371,09/2019,2019/09
115372,09/2019,2019/09
115373,09/2019,2019/09
115374,09/2019,2019/09
115375,09/2019,2019/09
115376,09/2019,2019/09
115377,09/2019,2019/09
115378,09/2019,2019/09
115379,09/2019,2019/09
115380,09/2019,2019/09
115381,09/2019,2019/09
115382,09/2019,2019/09
115383,09/2019,2019/09
115384,09/2019,2019/09
115385,09/2019,2019/09
115386,09/2019,2019/09
115387,09/2019,2019/09
115388,09/2019,2019/09
115389,09/2019,2019/09
115390,09/2019,2019/09
115391,09/2019,2019/09
115392,09/2019,2019/09
115393,09/2019,2019/09
115394,09/2019,2019/09
115395,09/2019,2019/09
115396,09/2019,2019/09
115397,09/2019,2019/09
115398,09/2019,2019/09
115399,09/2019,2019/09
115400,09/2019,2019/09
115401,09/2019,2019/09
115402,09/2019,2019/09
115403,09/2019,2019/09
115404,09/2019,2019/09
115405,09/2019,2019/09
115406,09/2019,2019/09
115407,09/2019,2019/09
115408,09/2019,2019/09
115409,09/2019,2019/09
115410,09/2019,2019/09
115411,09/2019,2019/09
115412,09/2019,2019/09
115413,09/2019,2019/09
115414,09/2019,2019/09
115415,09/2019,2019/09
115416,09/2019,2019/09
115417,09/2019,2019/09
115418,09/2019,2019/09
115419,09/2019,2019/09
115420,09/2019,2019/09
115421,09/2019,2019/09
115422,09/2019,2019/09
115423,09/2019,2019/09
115424,09/2019,2019/09
115425,09/2019,2019/09
115426,09/2019,2019/09
115427,09/2019,2019/09
115428,09/2019,2019/09
115429,09/2019,2019/09
115430,09/2019,2019/09
115431,09/2019,2019/09
115432,09/2019,2019/09
115433,09/2019,2019/09
115434,09/2019,2019/09
115435,09/2019,2019/09
115436,09/2019,2019/09
115437,09/2019,2019/09
115438,09/2019,2019/09
115439,09/2019,2019/09
115440,09/2019,2019/09
115441,09/2019,2019/09
115442,09/2019,2019/09
115443,09/2019,2019/09
115444,09/2019,2019/09
115445,09/2019,2019/09
115446,09/2019,2019/09
115447,09/2019,2019/09
115448,09/2019,2019/09
115449,09/2019,2019/09
115450,09/2019,2019/09
115451,09/2019,2019/09
115452,09/2019,2019/09
115453,09/2019,2019/09
115454,09/2019,2019/09
115455,09/2019,2019/09
115456,09/2019,2019/09
115457,09/2019,2019/09
115458,09/2019,2019/09
115459,09/2019,2019/09
115460,09/2019,2019/09
115461,09/2019,2019/09
115462,09/2019,2019/09
115463,09/2019,2019/09
115464,09/2019,2019/09
115465,09/2019,2019/09
115466,09/2019,2019/09
115467,09/2019,2019/09
115468,09/2019,2019/09
115469,09/2019,2019/09
115470,09/2019,2019/09
115471,09/2019,2019/09
115472,09/2019,2019/09
115473,09/2019,2019/09
115474,09/2019,2019/09
115475,09/2019,2019/09
115476,09/2019,2019/09
115477,09/2019,2019/09
115478,09/2019,2019/09
115479,09/2019,2019/09
115480,09/2019,2019/09
115481,09/2019,2019/09
115482,09/2019,2019/09
115483,09/2019,2019/09
115484,09/2019,2019/09
115485,09/2019,2019/09
115486,09/2019,2019/09
115487,09/2019,2019/09
115488,09/2019,2019/09
115489,09/2019,2019/09
115490,09/2019,2019/09
115491,09/2019,2019/09
115492,09/2019,2019/09
115493,09/2019,2019/09
115494,09/2019,2019/09
115495,09/2019,2019/09
115496,09/2019,2019/09
115497,09/2019,2019/09
115498,09/2019,2019/09
115499,09/2019,2019/09
115500,09/2019,2019/09
115501,09/2019,2019/09
115502,09/2019,2019/09
115503,09/2019,2019/09
115504,09/2019,2019/09
115505,09/2019,2019/09
115506,09/2019,2019/09
115507,09/2019,2019/09
115508,09/2019,2019/09
115509,09/2019,2019/09
115510,09/2019,2019/09
115511,09/2019,2019/09
115512,09/2019,2019/09
115513,09/2019,2019/09
115514,09/2019,2019/09
115515,09/2019,2019/09
115516,09/2019,2019/09
115517,09/2019,2019/09
115518,09/2019,2019/09
115519,09/2019,2019/09
115520,09/2019,2019/09
115521,09/2019,2019/09
115522,09/2019,2019/09
115523,09/2019,2019/09
115524,09/2019,2019/09
115525,09/2019,2019/09
115526,09/2019,2019/09
115527,09/2019,2019/09
115528,09/2019,2019/09
115529,09/2019,2019/09
115530,09/2019,2019/09
115531,09/2019,2019/09
115532,09/2019,2019/09
115533,09/2019,2019/09
115534,09/2019,2019/09
115535,09/2019,2019/09
115536,09/2019,2019/09
115537,09/2019,2019/09
115538,09/2019,2019/09
115539,09/2019,2019/09
115540,09/2019,2019/09
115541,09/2019,2019/09
115542,09/2019,2019/09
115543,09/2019,2019/09
115544,09/2019,2019/09
115545,09/2019,2019/09
115546,09/2019,2019/09
115547,09/2019,2019/09
115548,09/2019,2019/09
115549,09/2019,2019/09
115550,09/2019,2019/09
115551,09/2019,2019/09
115552,09/2019,2019/09
115553,09/2019,2019/09
115554,09/2019,2019/09
115555,09/2019,2019/09
115556,09/2019,2019/09
115557,09/2019,2019/09
115558,09/2019,2019/09
115559,09/2019,2019/09
115560,09/2019,2019/09
115561,09/2019,2019/09
115562,09/2019,2019/09
115563,09/2019,2019/09
115564,09/2019,2019/09
115565,09/2019,2019/09
115566,09/2019,2019/09
115567,09/2019,2019/09
115568,09/2019,2019/09
115569,09/2019,2019/09
115570,09/2019,2019/09
115571,09/2019,2019/09
115572,09/2019,2019/09
115573,09/2019,2019/09
115574,09/2019,2019/09
115575,09/2019,2019/09
115576,09/2019,2019/09
115577,09/2019,2019/09
115578,09/2019,2019/09
115579,09/2019,2019/09
115580,09/2019,2019/09
115581,09/2019,2019/09
115582,09/2019,2019/09
115583,09/2019,2019/09
115584,09/2019,2019/09
115585,09/2019,2019/09
115586,09/2019,2019/09
115587,09/2019,2019/09
115588,09/2019,2019/09
115589,09/2019,2019/09
115590,09/2019,2019/09
115591,09/2019,2019/09
115592,09/2019,2019/09
115593,09/2019,2019/09
115594,09/2019,2019/09
115595,09/2019,2019/09
115596,09/2019,2019/09
115597,09/2019,2019/09
115598,09/2019,2019/09
115599,09/2019,2019/09
115600,09/2019,2019/09
115601,09/2019,2019/09
115602,09/2019,2019/09
115603,09/2019,2019/09
115604,09/2019,2019/09
115605,09/2019,2019/09
115606,09/2019,2019/09
115607,09/2019,2019/09
115608,09/2019,2019/09
115609,09/2019,2019/09
115610,09/2019,2019/09
115611,09/2019,2019/09
115612,09/2019,2019/09
115613,09/2019,2019/09
115614,09/2019,2019/09
115615,09/2019,2019/09
115616,09/2019,2019/09
115617,09/2019,2019/09
115618,09/2019,2019/09
115619,09/2019,2019/09
115620,09/2019,2019/09
115621,09/2019,2019/09
115622,09/2019,2019/09
115623,09/2019,2019/09
115624,09/2019,2019/09
115625,09/2019,2019/09
115626,09/2019,2019/09
115627,09/2019,2019/09
115628,09/2019,2019/09
115629,09/2019,2019/09
115630,09/2019,2019/09
115631,09/2019,2019/09
115632,09/2019,2019/09
115633,09/2019,2019/09
115634,09/2019,2019/09
115635,09/2019,2019/09
115636,09/2019,2019/09
115637,09/2019,2019/09
115638,09/2019,2019/09
115639,09/2019,2019/09
115640,09/2019,2019/09
115641,09/2019,2019/09
115642,09/2019,2019/09
115643,09/2019,2019/09
115644,09/2019,2019/09
115645,09/2019,2019/09
115646,09/2019,2019/09
115647,09/2019,2019/09
115648,09/2019,2019/09
115649,09/2019,2019/09
115650,09/2019,2019/09
115651,09/2019,2019/09
115652,09/2019,2019/09
115653,09/2019,2019/09
115654,09/2019,2019/09
115655,09/2019,2019/09
115656,09/2019,2019/09
115657,09/2019,2019/09
115658,09/2019,2019/09
115659,09/2019,2019/09
115660,09/2019,2019/09
115661,09/2019,2019/09
115662,09/2019,2019/09
115663,09/2019,2019/09
115664,09/2019,2019/09
115665,09/2019,2019/09
115666,09/2019,2019/09
115667,09/2019,2019/09
115668,09/2019,2019/09
115669,09/2019,2019/09
115670,09/2019,2019/09
115671,09/2019,2019/09
115672,09/2019,2019/09
115673,09/2019,2019/09
115674,09/2019,2019/09
115675,09/2019,2019/09
115676,09/2019,2019/09
115677,09/2019,2019/09
115678,09/2019,2019/09
115679,09/2019,2019/09
115680,09/2019,2019/09
115681,09/2019,2019/09
115682,09/2019,2019/09
115683,09/2019,2019/09
115684,09/2019,2019/09
115685,09/2019,2019/09
115686,09/2019,2019/09
115687,09/2019,2019/09
115688,09/2019,2019/09
115689,09/2019,2019/09
115690,09/2019,2019/09
115691,09/2019,2019/09
115692,09/2019,2019/09
115693,09/2019,2019/09
115694,09/2019,2019/09
115695,09/2019,2019/09
115696,09/2019,2019/09
115697,09/2019,2019/09
115698,09/2019,2019/09
115699,09/2019,2019/09
115700,09/2019,2019/09
115701,09/2019,2019/09
115702,09/2019,2019/09
115703,09/2019,2019/09
115704,09/2019,2019/09
115705,09/2019,2019/09
115706,09/2019,2019/09
115707,09/2019,2019/09
115708,09/2019,2019/09
115709,09/2019,2019/09
115710,09/2019,2019/09
115711,09/2019,2019/09
115712,09/2019,2019/09
115713,09/2019,2019/09
115714,09/2019,2019/09
115715,09/2019,2019/09
115716,09/2019,2019/09
115717,09/2019,2019/09
115718,09/2019,2019/09
115719,09/2019,2019/09
115720,09/2019,2019/09
115721,09/2019,2019/09
115722,09/2019,2019/09
115723,09/2019,2019/09
115724,09/2019,2019/09
115725,09/2019,2019/09
115726,09/2019,2019/09
115727,09/2019,2019/09
115728,09/2019,2019/09
115729,09/2019,2019/09
115730,09/2019,2019/09
115731,09/2019,2019/09
115732,09/2019,2019/09
115733,09/2019,2019/09
115734,09/2019,2019/09
115735,09/2019,2019/09
115736,09/2019,2019/09
115737,09/2019,2019/09
115738,09/2019,2019/09
115739,09/2019,2019/09
115740,09/2019,2019/09
115741,09/2019,2019/09
115742,09/2019,2019/09
115743,09/2019,2019/09
115744,09/2019,2019/09
115745,09/2019,2019/09
115746,09/2019,2019/09
115747,09/2019,2019/09
115748,09/2019,2019/09
115749,09/2019,2019/09
115750,09/2019,2019/09
115751,09/2019,2019/09
115752,09/2019,2019/09
115753,09/2019,2019/09
115754,09/2019,2019/09
115755,09/2019,2019/09
115756,09/2019,2019/09
115757,09/2019,2019/09
115758,09/2019,2019/09
115759,09/2019,2019/09
115760,09/2019,2019/09
115761,09/2019,2019/09
115762,09/2019,2019/09
115763,09/2019,2019/09
115764,09/2019,2019/09
115765,09/2019,2019/09
115766,09/2019,2019/09
115767,09/2019,2019/09
115768,09/2019,2019/09
115769,09/2019,2019/09
115770,09/2019,2019/09
115771,09/2019,2019/09
115772,09/2019,2019/09
115773,09/2019,2019/09
115774,09/2019,2019/09
115775,09/2019,2019/09
115776,09/2019,2019/09
115777,09/2019,2019/09
115778,09/2019,2019/09
115779,09/2019,2019/09
115780,09/2019,2019/09
115781,09/2019,2019/09
115782,09/2019,2019/09
115783,09/2019,2019/09
115784,09/2019,2019/09
115785,09/2019,2019/09
115786,09/2019,2019/09
115787,09/2019,2019/09
115788,09/2019,2019/09
115789,09/2019,2019/09
115790,09/2019,2019/09
115791,09/2019,2019/09
115792,09/2019,2019/09
115793,09/2019,2019/09
115794,09/2019,2019/09
115795,09/2019,2019/09
115796,09/2019,2019/09
115797,09/2019,2019/09
115798,09/2019,2019/09
115799,09/2019,2019/09
115800,09/2019,2019/09
115801,09/2019,2019/09
115802,09/2019,2019/09
115803,09/2019,2019/09
115804,09/2019,2019/09
115805,09/2019,2019/09
115806,09/2019,2019/09
115807,09/2019,2019/09
115808,09/2019,2019/09
115809,09/2019,2019/09
115810,09/2019,2019/09
115811,09/2019,2019/09
115812,09/2019,2019/09
115813,09/2019,2019/09
115814,09/2019,2019/09
115815,09/2019,2019/09
115816,09/2019,2019/09
